case_id,crime_id,case_status,investigation_days,fine_amount,court_status,case_priority
CASE000508,C000508,Pending,188,5864,Hearing,Medium
CASE000509,C000509,Solved,197,30296,Hearing,Low
CASE000510,C000510,Solved,227,93418,Ongoing,Low
CASE000511,C000511,Solved,242,64535,Hearing,High
CASE000512,C000512,Solved,84,10825,Ongoing,Medium
CASE000513,C000513,Pending,150,70801,Closed,High
CASE000514,C000514,Solved,345,16994,Ongoing,High
CASE000515,C000515,Solved,63,21132,Hearing,Low
CASE000516,C000516,Solved,44,36308,Hearing,Medium
CASE000517,C000517,Under Investigation,172,62558,Closed,Medium
CASE000518,C000518,Solved,175,94842,Ongoing,Low
CASE000519,C000519,Under Investigation,176,65006,Closed,Medium
CASE000520,C000520,Solved,171,58654,Closed,High
CASE000521,C000521,Pending,129,97572,Ongoing,High
CASE000522,C000522,Solved,142,55702,Closed,Low
CASE000523,C000523,Solved,321,58222,Closed,High
CASE000524,C000524,Solved,292,37824,Closed,Medium
CASE000525,C000525,Solved,154,97480,Ongoing,Low
CASE000526,C000526,Solved,352,67440,Closed,Medium
CASE000527,C000527,Solved,260,22312,Ongoing,Low
CASE000528,C000528,Solved,328,83280,Hearing,High
CASE000529,C000529,Solved,104,28382,Ongoing,High
CASE000530,C000530,Under Investigation,146,63792,Ongoing,Medium
CASE000531,C000531,Pending,24,86949,Closed,Medium
CASE000532,C000532,Solved,143,56126,Hearing,Medium
CASE000533,C000533,Solved,148,20628,Hearing,High
CASE000534,C000534,Solved,294,60100,Closed,Medium
CASE000535,C000535,Solved,346,85818,Ongoing,Medium
CASE000536,C000536,Pending,243,57944,Closed,Low
CASE000537,C000537,Solved,307,41994,Closed,High
CASE000538,C000538,Solved,244,67942,Closed,High
CASE000539,C000539,Solved,155,13381,Hearing,High
CASE000540,C000540,Solved,113,92555,Closed,High
CASE000541,C000541,Pending,11,22008,Ongoing,Low
CASE000542,C000542,Solved,87,85689,Ongoing,High
CASE000543,C000543,Solved,209,84760,Hearing,Low
CASE000544,C000544,Solved,111,53977,Ongoing,Low
CASE000545,C000545,Solved,171,96179,Hearing,Low
CASE000546,C000546,Solved,296,99485,Closed,Low
CASE000547,C000547,Under Investigation,60,42972,Ongoing,Low
CASE000548,C000548,Solved,14,60540,Hearing,High
CASE000549,C000549,Solved,145,42456,Ongoing,Low
CASE000550,C000550,Solved,139,50666,Ongoing,Medium
CASE000551,C000551,Solved,310,45089,Ongoing,Low
CASE000552,C000552,Solved,115,9166,Closed,Low
CASE000553,C000553,Under Investigation,307,81436,Hearing,High
CASE000554,C000554,Under Investigation,48,85802,Ongoing,Low
CASE000555,C000555,Solved,151,16993,Hearing,Low
CASE000556,C000556,Pending,109,25070,Hearing,Medium
CASE000557,C000557,Solved,340,40789,Ongoing,High
CASE000558,C000558,Solved,82,80689,Ongoing,Low
CASE000559,C000559,Solved,263,2656,Hearing,Low
CASE000560,C000560,Solved,274,33441,Ongoing,Medium
CASE000561,C000561,Solved,124,86082,Closed,High
CASE000562,C000562,Solved,300,71775,Ongoing,Medium
CASE000563,C000563,Solved,94,59549,Ongoing,High
CASE000564,C000564,Solved,68,41998,Hearing,High
CASE000565,C000565,Pending,194,5494,Ongoing,High
CASE000566,C000566,Solved,294,65109,Closed,Low
CASE000567,C000567,Pending,324,90299,Ongoing,High
CASE000568,C000568,Solved,101,83008,Closed,Low
CASE000569,C000569,Solved,57,26061,Ongoing,High
CASE000570,C000570,Pending,262,34363,Ongoing,Low
CASE000571,C000571,Under Investigation,74,6812,Hearing,Low
CASE000572,C000572,Under Investigation,262,64425,Ongoing,Medium
CASE000573,C000573,Solved,164,9369,Closed,Low
CASE000574,C000574,Solved,343,98159,Hearing,Low
CASE000575,C000575,Solved,85,21699,Hearing,High
CASE000576,C000576,Under Investigation,121,58423,Ongoing,Medium
CASE000577,C000577,Solved,116,37028,Closed,High
CASE000578,C000578,Solved,327,73292,Closed,Medium
CASE000579,C000579,Solved,103,73796,Ongoing,Medium
CASE000580,C000580,Solved,9,99943,Hearing,Low
CASE000581,C000581,Solved,48,59841,Closed,Medium
CASE000582,C000582,Solved,48,72240,Ongoing,High
CASE000583,C000583,Pending,335,34351,Hearing,High
CASE000584,C000584,Solved,63,64837,Hearing,High
CASE000585,C000585,Solved,239,47672,Ongoing,High
CASE000586,C000586,Under Investigation,38,22159,Ongoing,Low
CASE000587,C000587,Under Investigation,32,87989,Ongoing,Medium
CASE000588,C000588,Solved,136,25766,Ongoing,High
CASE000589,C000589,Solved,78,56465,Ongoing,High
CASE000590,C000590,Solved,96,2206,Closed,Medium
CASE000591,C000591,Solved,324,97081,Hearing,Medium
CASE000592,C000592,Pending,119,45989,Closed,Low
CASE000593,C000593,Solved,127,5748,Ongoing,Low
CASE000594,C000594,Solved,224,93039,Hearing,High
CASE000595,C000595,Solved,15,4131,Hearing,High
CASE000596,C000596,Solved,215,4464,Ongoing,Medium
CASE000597,C000597,Pending,252,42595,Ongoing,Medium
CASE000598,C000598,Solved,273,3160,Closed,Medium
CASE000599,C000599,Solved,347,74719,Hearing,Low
CASE000600,C000600,Solved,21,74506,Ongoing,High
CASE000601,C000601,Solved,201,55942,Ongoing,High
CASE000602,C000602,Solved,159,20979,Closed,Medium
CASE000603,C000603,Solved,42,64562,Ongoing,Medium
CASE000604,C000604,Solved,146,33540,Ongoing,Medium
CASE000605,C000605,Pending,45,5541,Hearing,High
CASE000606,C000606,Solved,265,2886,Hearing,High
CASE000607,C000607,Solved,309,87727,Closed,Medium
CASE000608,C000608,Pending,116,63115,Hearing,High
CASE000609,C000609,Pending,288,89764,Hearing,High
CASE000610,C000610,Solved,106,91739,Ongoing,Medium
CASE000611,C000611,Solved,81,63607,Closed,High
CASE000612,C000612,Solved,197,97935,Ongoing,Low
CASE000613,C000613,Solved,96,14481,Closed,Low
CASE000614,C000614,Pending,186,32228,Ongoing,High
CASE000615,C000615,Pending,111,26029,Closed,Medium
CASE000616,C000616,Solved,323,81713,Closed,Low
CASE000617,C000617,Pending,309,25759,Closed,Low
CASE000618,C000618,Solved,39,48163,Closed,High
CASE000619,C000619,Solved,158,89778,Hearing,Medium
CASE000620,C000620,Solved,249,24766,Hearing,High
CASE000621,C000621,Pending,246,30190,Ongoing,Medium
CASE000622,C000622,Solved,42,8671,Closed,Low
CASE000623,C000623,Under Investigation,139,18929,Ongoing,High
CASE000624,C000624,Solved,188,40887,Ongoing,Low
CASE000625,C000625,Solved,148,45144,Closed,Medium
CASE000626,C000626,Under Investigation,259,74293,Hearing,High
CASE000627,C000627,Solved,54,80460,Hearing,Medium
CASE000628,C000628,Solved,50,26985,Closed,Medium
CASE000629,C000629,Solved,284,62969,Ongoing,Low
CASE000630,C000630,Solved,52,22104,Ongoing,High
CASE000631,C000631,Solved,260,87508,Hearing,Low
CASE000632,C000632,Pending,150,75879,Closed,High
CASE000633,C000633,Solved,194,98619,Closed,High
CASE000634,C000634,Under Investigation,259,53969,Closed,High
CASE000635,C000635,Solved,237,45599,Hearing,Medium
CASE000636,C000636,Solved,351,31180,Closed,Medium
CASE000637,C000637,Pending,40,80458,Ongoing,Low
CASE000638,C000638,Solved,230,8037,Closed,Low
CASE000639,C000639,Under Investigation,322,71690,Closed,Medium
CASE000640,C000640,Pending,195,13478,Hearing,Medium
CASE000641,C000641,Under Investigation,289,70346,Hearing,Medium
CASE000642,C000642,Pending,185,33891,Closed,Medium
CASE000643,C000643,Under Investigation,145,16727,Closed,Medium
CASE000644,C000644,Under Investigation,262,53311,Closed,Medium
CASE000645,C000645,Solved,108,11212,Ongoing,Low
CASE000646,C000646,Solved,243,5180,Hearing,Low
CASE000647,C000647,Solved,97,5441,Ongoing,Low
CASE000648,C000648,Solved,56,25473,Ongoing,Medium
CASE000649,C000649,Pending,9,84889,Ongoing,Low
CASE000650,C000650,Solved,281,41134,Hearing,Medium
CASE000651,C000651,Solved,87,84707,Ongoing,Low
CASE000652,C000652,Under Investigation,239,11523,Ongoing,Low
CASE000653,C000653,Solved,283,47892,Ongoing,Low
CASE000654,C000654,Solved,78,7949,Hearing,Low
CASE000655,C000655,Pending,324,48169,Closed,High
CASE000656,C000656,Under Investigation,185,69286,Closed,Medium
CASE000657,C000657,Solved,244,62493,Ongoing,Medium
CASE000658,C000658,Solved,39,71201,Ongoing,Medium
CASE000659,C000659,Pending,13,45246,Closed,Medium
CASE000660,C000660,Solved,182,73533,Closed,High
CASE000661,C000661,Under Investigation,193,64340,Hearing,High
CASE000662,C000662,Pending,190,13303,Ongoing,Low
CASE000663,C000663,Solved,127,36790,Closed,Low
CASE000664,C000664,Solved,172,81066,Closed,High
CASE000665,C000665,Solved,266,32063,Closed,Medium
CASE000666,C000666,Under Investigation,5,97714,Ongoing,Medium
CASE000667,C000667,Solved,267,57729,Closed,Low
CASE000668,C000668,Under Investigation,235,34322,Closed,High
CASE000669,C000669,Pending,131,89816,Hearing,Medium
CASE000670,C000670,Solved,50,67041,Hearing,Medium
CASE000671,C000671,Solved,347,87676,Closed,Low
CASE000672,C000672,Solved,251,81580,Ongoing,Medium
CASE000673,C000673,Under Investigation,125,96529,Ongoing,Medium
CASE000674,C000674,Pending,169,69939,Hearing,Medium
CASE000675,C000675,Solved,221,65759,Closed,High
CASE000676,C000676,Under Investigation,111,98307,Closed,High
CASE000677,C000677,Solved,27,81861,Hearing,Medium
CASE000678,C000678,Solved,230,57955,Ongoing,High
CASE000679,C000679,Under Investigation,343,1020,Closed,Low
CASE000680,C000680,Solved,41,55540,Closed,High
CASE000681,C000681,Pending,20,22394,Hearing,Medium
CASE000682,C000682,Solved,222,25836,Hearing,Medium
CASE000683,C000683,Solved,188,73333,Ongoing,Low
CASE000684,C000684,Under Investigation,118,80275,Ongoing,Medium
CASE000685,C000685,Solved,337,60009,Closed,Low
CASE000686,C000686,Pending,32,27935,Hearing,Low
CASE000687,C000687,Solved,321,8315,Closed,Low
CASE000688,C000688,Solved,147,80299,Closed,High
CASE000689,C000689,Solved,52,11284,Closed,High
CASE000690,C000690,Solved,233,98597,Ongoing,Medium
CASE000691,C000691,Pending,296,43608,Hearing,Medium
CASE000692,C000692,Solved,63,99888,Closed,Low
CASE000693,C000693,Solved,212,39023,Hearing,Medium
CASE000694,C000694,Solved,162,22782,Ongoing,Medium
CASE000695,C000695,Solved,93,94031,Hearing,Low
CASE000696,C000696,Solved,23,48612,Ongoing,Low
CASE000697,C000697,Solved,151,58945,Hearing,Medium
CASE000698,C000698,Pending,10,82992,Ongoing,Medium
CASE000699,C000699,Pending,79,69317,Hearing,Low
CASE000700,C000700,Solved,117,56506,Hearing,Low
CASE000701,C000701,Solved,340,68839,Hearing,Medium
CASE000702,C000702,Solved,340,75760,Hearing,Low
CASE000703,C000703,Pending,10,94855,Hearing,Medium
CASE000704,C000704,Solved,303,35816,Closed,High
CASE000705,C000705,Solved,300,56436,Ongoing,Medium
CASE000706,C000706,Solved,239,67759,Closed,High
CASE000707,C000707,Solved,295,54682,Closed,Low
CASE000708,C000708,Pending,164,89835,Ongoing,Low
CASE000709,C000709,Solved,39,68353,Ongoing,High
CASE000710,C000710,Solved,122,86747,Ongoing,Low
CASE000711,C000711,Pending,192,44739,Closed,High
CASE000712,C000712,Solved,82,23146,Closed,Low
CASE000713,C000713,Pending,62,71032,Closed,High
CASE000714,C000714,Solved,239,54958,Ongoing,Low
CASE000715,C000715,Solved,184,46631,Closed,Low
CASE000716,C000716,Pending,313,51269,Hearing,Low
CASE000717,C000717,Solved,280,49385,Hearing,Low
CASE000718,C000718,Solved,28,65755,Ongoing,High
CASE000719,C000719,Pending,28,91017,Hearing,High
CASE000720,C000720,Solved,249,47300,Closed,Low
CASE000721,C000721,Pending,173,20804,Hearing,Low
CASE000722,C000722,Under Investigation,28,5387,Ongoing,High
CASE000723,C000723,Pending,144,56844,Closed,Low
CASE000724,C000724,Solved,242,44005,Ongoing,Medium
CASE000725,C000725,Under Investigation,209,18326,Ongoing,Low
CASE000726,C000726,Solved,179,67605,Closed,Medium
CASE000727,C000727,Solved,227,18522,Closed,High
CASE000728,C000728,Pending,129,83792,Closed,Low
CASE000729,C000729,Solved,259,35363,Ongoing,Medium
CASE000730,C000730,Solved,110,69843,Closed,Low
CASE000731,C000731,Under Investigation,339,68397,Ongoing,Low
CASE000732,C000732,Solved,159,85425,Hearing,Low
CASE000733,C000733,Solved,16,19457,Closed,Low
CASE000734,C000734,Under Investigation,200,10908,Ongoing,Low
CASE000735,C000735,Solved,245,9341,Ongoing,High
CASE000736,C000736,Pending,75,26734,Ongoing,Medium
CASE000737,C000737,Under Investigation,214,27322,Closed,High
CASE000738,C000738,Pending,345,69082,Hearing,Medium
CASE000739,C000739,Solved,278,3615,Closed,High
CASE000740,C000740,Solved,182,93939,Hearing,Low
CASE000741,C000741,Pending,118,52325,Hearing,Medium
CASE000742,C000742,Solved,137,68563,Ongoing,High
CASE000743,C000743,Under Investigation,81,33263,Closed,Medium
CASE000744,C000744,Solved,103,29700,Hearing,Medium
CASE000745,C000745,Pending,262,4356,Closed,Medium
CASE000746,C000746,Solved,159,50125,Hearing,Low
CASE000747,C000747,Solved,280,89605,Closed,Low
CASE000748,C000748,Solved,72,83694,Ongoing,Medium
CASE000749,C000749,Solved,181,35748,Ongoing,Medium
CASE000750,C000750,Solved,215,8664,Hearing,Medium
CASE000751,C000751,Solved,52,96105,Ongoing,Medium
CASE000752,C000752,Solved,134,1950,Closed,High
CASE000753,C000753,Solved,158,79848,Ongoing,High
CASE000754,C000754,Solved,102,25734,Ongoing,Low
CASE000755,C000755,Pending,9,36644,Hearing,High
CASE000756,C000756,Pending,354,94712,Hearing,Low
CASE000757,C000757,Pending,362,77211,Closed,High
CASE000758,C000758,Under Investigation,141,55564,Closed,Low
CASE000759,C000759,Solved,69,75074,Closed,Medium
CASE000760,C000760,Solved,96,49066,Closed,High
CASE000761,C000761,Solved,246,82601,Hearing,High
CASE000762,C000762,Solved,298,98699,Closed,Low
CASE000763,C000763,Solved,74,68336,Hearing,High
CASE000764,C000764,Solved,138,58536,Ongoing,High
CASE000765,C000765,Solved,227,66690,Ongoing,Medium
CASE000766,C000766,Pending,360,40715,Hearing,Medium
CASE000767,C000767,Solved,271,6391,Closed,Low
CASE000768,C000768,Solved,358,56652,Closed,Low
CASE000769,C000769,Solved,87,67079,Closed,High
CASE000770,C000770,Solved,35,80116,Hearing,Low
CASE000771,C000771,Pending,275,67942,Hearing,Low
CASE000772,C000772,Pending,212,76220,Ongoing,Medium
CASE000773,C000773,Pending,183,35321,Hearing,Low
CASE000774,C000774,Solved,9,84834,Closed,Medium
CASE000775,C000775,Solved,315,28633,Closed,Medium
CASE000776,C000776,Solved,123,3311,Hearing,Low
CASE000777,C000777,Solved,329,92542,Closed,Medium
CASE000778,C000778,Solved,143,39711,Hearing,High
CASE000779,C000779,Solved,304,73538,Ongoing,Medium
CASE000780,C000780,Solved,255,86267,Closed,High
CASE000781,C000781,Solved,101,49953,Closed,High
CASE000782,C000782,Solved,16,3068,Hearing,High
CASE000783,C000783,Solved,264,43646,Closed,High
CASE000784,C000784,Solved,29,95188,Closed,High
CASE000785,C000785,Solved,276,51392,Closed,High
CASE000786,C000786,Solved,342,69340,Hearing,Medium
CASE000787,C000787,Pending,285,82379,Ongoing,Low
CASE000788,C000788,Under Investigation,276,50673,Ongoing,High
CASE000789,C000789,Under Investigation,145,37768,Hearing,Low
CASE000790,C000790,Solved,116,81010,Closed,High
CASE000791,C000791,Solved,158,63768,Hearing,High
CASE000792,C000792,Solved,318,48570,Hearing,Low
CASE000793,C000793,Pending,301,61738,Ongoing,High
CASE000794,C000794,Pending,168,4470,Ongoing,Low
CASE000795,C000795,Under Investigation,332,60501,Closed,Medium
CASE000796,C000796,Solved,127,13495,Hearing,Medium
CASE000797,C000797,Solved,286,70332,Hearing,High
CASE000798,C000798,Pending,297,14558,Closed,High
CASE000799,C000799,Pending,94,83725,Ongoing,High
CASE000800,C000800,Solved,138,75915,Ongoing,Low
CASE000801,C000801,Pending,38,74651,Closed,High
CASE000802,C000802,Solved,101,70394,Ongoing,Low
CASE000803,C000803,Solved,281,13613,Ongoing,High
CASE000804,C000804,Solved,104,10397,Hearing,High
CASE000805,C000805,Solved,82,4140,Closed,Low
CASE000806,C000806,Solved,148,95844,Closed,Low
CASE000807,C000807,Solved,28,60965,Hearing,High
CASE000808,C000808,Pending,26,57819,Ongoing,Medium
CASE000809,C000809,Solved,92,46987,Closed,Low
CASE000810,C000810,Solved,117,26634,Closed,Low
CASE000811,C000811,Under Investigation,9,8200,Hearing,Medium
CASE000812,C000812,Pending,181,96020,Ongoing,High
CASE000813,C000813,Pending,302,25149,Closed,High
CASE000814,C000814,Solved,28,57895,Ongoing,High
CASE000815,C000815,Solved,180,59645,Hearing,Medium
CASE000816,C000816,Pending,42,86396,Hearing,High
CASE000817,C000817,Pending,7,1822,Ongoing,High
CASE000818,C000818,Under Investigation,138,10046,Closed,Low
CASE000819,C000819,Solved,182,38292,Closed,Low
CASE000820,C000820,Under Investigation,325,89004,Ongoing,Low
CASE000821,C000821,Solved,23,64951,Ongoing,Low
CASE000822,C000822,Under Investigation,7,74306,Hearing,High
CASE000823,C000823,Solved,55,60554,Closed,Low
CASE000824,C000824,Solved,313,84930,Ongoing,Medium
CASE000825,C000825,Solved,46,82973,Closed,Medium
CASE000826,C000826,Solved,351,24901,Closed,Low
CASE000827,C000827,Solved,45,61949,Closed,High
CASE000828,C000828,Solved,78,57694,Closed,High
CASE000829,C000829,Solved,129,38816,Ongoing,Low
CASE000830,C000830,Solved,357,87376,Ongoing,High
CASE000831,C000831,Pending,270,28609,Closed,Medium
CASE000832,C000832,Under Investigation,55,1277,Hearing,Medium
CASE000833,C000833,Solved,83,2619,Hearing,Medium
CASE000834,C000834,Solved,142,10651,Ongoing,Low
CASE000835,C000835,Solved,146,34398,Closed,High
CASE000836,C000836,Pending,27,15116,Closed,Medium
CASE000837,C000837,Solved,266,86331,Hearing,Medium
CASE000838,C000838,Under Investigation,71,47473,Hearing,High
CASE000839,C000839,Solved,304,37563,Hearing,Low
CASE000840,C000840,Pending,293,96233,Ongoing,Medium
CASE000841,C000841,Pending,277,81490,Ongoing,High
CASE000842,C000842,Solved,304,40495,Ongoing,Medium
CASE000843,C000843,Pending,173,66600,Hearing,Low
CASE000844,C000844,Solved,246,49077,Closed,Low
CASE000845,C000845,Solved,276,44544,Hearing,High
CASE000846,C000846,Pending,355,92518,Hearing,High
CASE000847,C000847,Solved,44,3410,Hearing,Low
CASE000848,C000848,Under Investigation,237,81777,Closed,High
CASE000849,C000849,Solved,255,57584,Ongoing,Medium
CASE000850,C000850,Solved,314,88587,Hearing,High
CASE000851,C000851,Solved,192,7600,Hearing,High
CASE000852,C000852,Solved,222,37941,Hearing,Medium
CASE000853,C000853,Pending,93,42348,Ongoing,Medium
CASE000854,C000854,Solved,81,56644,Closed,Low
CASE000855,C000855,Solved,269,93783,Ongoing,High
CASE000856,C000856,Solved,320,13370,Ongoing,Low
CASE000857,C000857,Under Investigation,141,54206,Ongoing,Medium
CASE000858,C000858,Under Investigation,112,2228,Hearing,High
CASE000859,C000859,Solved,302,97793,Ongoing,High
CASE000860,C000860,Solved,209,59955,Closed,High
CASE000861,C000861,Solved,302,13212,Ongoing,Low
CASE000862,C000862,Solved,49,54241,Closed,Low
CASE000863,C000863,Pending,281,11595,Closed,Medium
CASE000864,C000864,Under Investigation,150,50994,Ongoing,Medium
CASE000865,C000865,Solved,56,92315,Hearing,High
CASE000866,C000866,Solved,263,10054,Hearing,Medium
CASE000867,C000867,Under Investigation,95,10384,Ongoing,High
CASE000868,C000868,Under Investigation,304,48246,Closed,Medium
CASE000869,C000869,Solved,295,39011,Hearing,Low
CASE000870,C000870,Solved,203,94833,Ongoing,High
CASE000871,C000871,Solved,184,52928,Ongoing,High
CASE000872,C000872,Solved,362,60918,Hearing,Low
CASE000873,C000873,Pending,213,42431,Ongoing,Medium
CASE000874,C000874,Solved,19,76072,Hearing,Medium
CASE000875,C000875,Under Investigation,42,37293,Hearing,High
CASE000876,C000876,Solved,181,20112,Closed,Low
CASE000877,C000877,Solved,224,86787,Closed,Low
CASE000878,C000878,Solved,122,45627,Closed,Medium
CASE000879,C000879,Solved,55,77759,Hearing,Low
CASE000880,C000880,Solved,172,12723,Closed,Medium
CASE000881,C000881,Solved,66,59735,Closed,High
CASE000882,C000882,Solved,166,22055,Ongoing,Low
CASE000883,C000883,Solved,238,67365,Closed,Low
CASE000884,C000884,Pending,188,31071,Ongoing,High
CASE000885,C000885,Pending,303,62748,Hearing,Low
CASE000886,C000886,Pending,145,74147,Ongoing,Medium
